"No.","Time","Source","Destination","Protocol","Sequence Number","Payload Length","Info"
"1021","142.842504","","","IEEE 802.15.4","21","","Ack"
"1022","142.872000","::201:1:1:1","::208:8:8:8","UDP","161","24","5678  >  8765 Len=8"
"1023","142.874504","","","IEEE 802.15.4","161","","Ack"
"1024","143.498000","fe80::205:5:5:5","ff02::1a","ICMPv6","138","76","RPL Control (DODAG Information Object)"
"1025","143.695000","::205:5:5:5","::201:1:1:1","UDP","139","24","8765  >  5678 Len=8"
"1026","143.697760","","","IEEE 802.15.4","139","","Ack"
"1027","143.736000","::205:5:5:5","::201:1:1:1","UDP","182","24","8765  >  5678 Len=8"
"1028","143.738792","","","IEEE 802.15.4","182","","Ack"
"1029","143.765000","::201:1:1:1","::205:5:5:5","UDP","162","32","5678  >  8765 Len=8"
"1030","143.767760","","","IEEE 802.15.4","162","","Ack"
"1031","143.801000","::201:1:1:1","::205:5:5:5","UDP","183","32","5678  >  8765 Len=8"
"1032","143.804048","","","IEEE 802.15.4","183","","Ack"
"1033","144.626000","::202:2:2:2","::201:1:1:1","UDP","184","24","8765  >  5678 Len=8"
"1034","144.628504","","","IEEE 802.15.4","184","","Ack"
"1035","144.659000","::201:1:1:1","::202:2:2:2","UDP","163","24","5678  >  8765 Len=8"
"1036","144.661504","","","IEEE 802.15.4","163","","Ack"
"1037","145.744000","::209:9:9:9","::201:1:1:1","UDP","158","24","8765  >  5678 Len=8"
"1038","145.746504","","","IEEE 802.15.4","158","","Ack"
"1039","145.788000","::201:1:1:1","::209:9:9:9","UDP","164","24","5678  >  8765 Len=8"
"1040","145.790504","","","IEEE 802.15.4","164","","Ack"
"1041","146.111000","::204:4:4:4","::201:1:1:1","UDP","88","24","8765  >  5678 Len=8"
"1042","146.113760","","","IEEE 802.15.4","88","","Ack"
"1043","146.146000","::204:4:4:4","::201:1:1:1","UDP","185","24","8765  >  5678 Len=8"
"1044","146.148792","","","IEEE 802.15.4","185","","Ack"
"1045","146.185000","::201:1:1:1","::204:4:4:4","UDP","165","32","5678  >  8765 Len=8"
"1046","146.187760","","","IEEE 802.15.4","165","","Ack"
"1047","146.228000","::201:1:1:1","::204:4:4:4","UDP","186","32","5678  >  8765 Len=8"
"1048","146.231048","","","IEEE 802.15.4","186","","Ack"
"1049","147.529000","::203:3:3:3","::201:1:1:1","UDP","95","24","8765  >  5678 Len=8"
"1050","147.531504","","","IEEE 802.15.4","95","","Ack"
"1051","147.569000","::201:1:1:1","::203:3:3:3","UDP","166","24","5678  >  8765 Len=8"
"1052","147.571504","","","IEEE 802.15.4","166","","Ack"
"1053","147.722000","::206:6:6:6","::201:1:1:1","UDP","200","24","8765  >  5678 Len=8"
"1054","147.724760","","","IEEE 802.15.4","200","","Ack"
"1055","147.750000","::206:6:6:6","::201:1:1:1","UDP","187","24","8765  >  5678 Len=8"
"1056","147.752792","","","IEEE 802.15.4","187","","Ack"
"1057","147.772000","::201:1:1:1","::206:6:6:6","UDP","167","32","5678  >  8765 Len=8"
"1058","147.774760","","","IEEE 802.15.4","167","","Ack"
"1059","147.809000","::201:1:1:1","::206:6:6:6","UDP","188","32","5678  >  8765 Len=8"
"1060","147.812048","","","IEEE 802.15.4","188","","Ack"
"1061","148.134000","::20a:a:a:a","::201:1:1:1","UDP","3","24","8765  >  5678 Len=8"
"1062","148.136504","","","IEEE 802.15.4","3","","Ack"
"1063","148.174000","::201:1:1:1","::20a:a:a:a","UDP","168","24","5678  >  8765 Len=8"
"1064","148.176504","","","IEEE 802.15.4","168","","Ack"
"1065","151.875000","::207:7:7:7","::201:1:1:1","UDP","55","24","8765  >  5678 Len=8"
"1066","151.877760","","","IEEE 802.15.4","55","","Ack"
"1067","151.900000","::20b:b:b:b","::201:1:1:1","UDP","131","24","8765  >  5678 Len=8"
"1068","151.902760","","","IEEE 802.15.4","131","","Ack"
"1069","151.908000","::207:7:7:7","::201:1:1:1","UDP","22","24","8765  >  5678 Len=8"
"1070","151.910792","","","IEEE 802.15.4","22","","Ack"
"1071","151.944000","::20b:b:b:b","::201:1:1:1","UDP","189","24","8765  >  5678 Len=8"
"1072","151.946792","","","IEEE 802.15.4","189","","Ack"
"1073","151.952000","::201:1:1:1","::207:7:7:7","UDP","169","32","5678  >  8765 Len=8"
"1074","151.954760","","","IEEE 802.15.4","169","","Ack"
"1075","151.989000","::201:1:1:1","::20b:b:b:b","UDP","170","32","5678  >  8765 Len=8"
"1076","151.991760","","","IEEE 802.15.4","170","","Ack"
"1077","151.994000","::201:1:1:1","::207:7:7:7","UDP","23","32","5678  >  8765 Len=8"
"1078","151.997048","","","IEEE 802.15.4","23","","Ack"
"1079","152.010000","::201:1:1:1","::20b:b:b:b","UDP","190","32","5678  >  8765 Len=8"
"1080","152.013048","","","IEEE 802.15.4","190","","Ack"
"1081","152.697000","::20c:c:c:c","::201:1:1:1","UDP","55","24","8765  >  5678 Len=8"
"1082","152.699504","","","IEEE 802.15.4","55","","Ack"
"1083","152.715000","::201:1:1:1","::20c:c:c:c","UDP","171","24","5678  >  8765 Len=8"
"1084","152.717504","","","IEEE 802.15.4","171","","Ack"
"1085","152.831000","::205:5:5:5","::201:1:1:1","UDP","140","24","8765  >  5678 Len=8"
"1086","152.833760","","","IEEE 802.15.4","140","","Ack"
"1087","152.842000","::205:5:5:5","::201:1:1:1","UDP","191","24","8765  >  5678 Len=8"
"1088","152.844792","","","IEEE 802.15.4","191","","Ack"
"1089","152.876000","::201:1:1:1","::205:5:5:5","UDP","172","32","5678  >  8765 Len=8"
"1090","152.878760","","","IEEE 802.15.4","172","","Ack"
"1091","152.890000","::201:1:1:1","::205:5:5:5","UDP","192","32","5678  >  8765 Len=8"
"1092","152.893048","","","IEEE 802.15.4","192","","Ack"
"1093","153.810000","::208:8:8:8","::201:1:1:1","UDP","24","24","8765  >  5678 Len=8"
"1094","153.812504","","","IEEE 802.15.4","24","","Ack"
"1095","153.836000","::201:1:1:1","::208:8:8:8","UDP","173","24","5678  >  8765 Len=8"
"1096","153.838504","","","IEEE 802.15.4","173","","Ack"
"1097","153.941000","::202:2:2:2","::201:1:1:1","UDP","193","24","8765  >  5678 Len=8"
"1098","153.943504","","","IEEE 802.15.4","193","","Ack"
"1099","153.985000","::201:1:1:1","::202:2:2:2","UDP","174","24","5678  >  8765 Len=8"
"1100","153.987504","","","IEEE 802.15.4","174","","Ack"
"1101","155.282000","::209:9:9:9","::201:1:1:1","UDP","159","24","8765  >  5678 Len=8"
"1102","155.284504","","","IEEE 802.15.4","159","","Ack"
"1103","155.321000","::201:1:1:1","::209:9:9:9","UDP","175","24","5678  >  8765 Len=8"
"1104","155.323504","","","IEEE 802.15.4","175","","Ack"
"1105","156.265000","::204:4:4:4","::201:1:1:1","UDP","89","24","8765  >  5678 Len=8"
"1106","156.267760","","","IEEE 802.15.4","89","","Ack"
"1107","156.303000","::204:4:4:4","::201:1:1:1","UDP","194","24","8765  >  5678 Len=8"
"1108","156.305792","","","IEEE 802.15.4","194","","Ack"
"1109","156.322000","::201:1:1:1","::204:4:4:4","UDP","176","32","5678  >  8765 Len=8"
"1110","156.324760","","","IEEE 802.15.4","176","","Ack"
"1111","156.341000","::201:1:1:1","::204:4:4:4","UDP","195","32","5678  >  8765 Len=8"
"1112","156.344048","","","IEEE 802.15.4","195","","Ack"
"1113","156.552000","::203:3:3:3","::201:1:1:1","UDP","96","24","8765  >  5678 Len=8"
"1114","156.554504","","","IEEE 802.15.4","96","","Ack"
"1115","156.596000","::201:1:1:1","::203:3:3:3","UDP","177","24","5678  >  8765 Len=8"
"1116","156.598504","","","IEEE 802.15.4","177","","Ack"
"1117","157.818000","fe80::207:7:7:7","ff02::1a","ICMPv6","56","76","RPL Control (DODAG Information Object)"
"1118","157.853000","::206:6:6:6","::201:1:1:1","UDP","201","24","8765  >  5678 Len=8"
"1119","157.855760","","","IEEE 802.15.4","201","","Ack"
"1120","157.872000","::206:6:6:6","::201:1:1:1","UDP","196","24","8765  >  5678 Len=8"
"1121","157.874792","","","IEEE 802.15.4","196","","Ack"
"1122","157.883000","::201:1:1:1","::206:6:6:6","UDP","178","32","5678  >  8765 Len=8"
"1123","157.885760","","","IEEE 802.15.4","178","","Ack"
"1124","157.926000","::201:1:1:1","::206:6:6:6","UDP","197","32","5678  >  8765 Len=8"
"1125","157.929048","","","IEEE 802.15.4","197","","Ack"
"1126","158.843000","::20a:a:a:a","::201:1:1:1","UDP","4","24","8765  >  5678 Len=8"
"1127","158.845504","","","IEEE 802.15.4","4","","Ack"
"1128","158.861000","::201:1:1:1","::20a:a:a:a","UDP","179","24","5678  >  8765 Len=8"
"1129","158.863504","","","IEEE 802.15.4","179","","Ack"
"1130","159.766000","fe80::20b:b:b:b","fe80::208:8:8:8","ICMPv6","132","76","RPL Control (DODAG Information Object)"
"1131","159.770200","","","IEEE 802.15.4","132","","Ack"
"1132","160.943000","::20b:b:b:b","::201:1:1:1","UDP","133","24","8765  >  5678 Len=8"
"1133","160.945760","","","IEEE 802.15.4","133","","Ack"
"1134","160.981000","::20b:b:b:b","::201:1:1:1","UDP","198","24","8765  >  5678 Len=8"
"1135","160.983792","","","IEEE 802.15.4","198","","Ack"
"1136","161.020000","::201:1:1:1","::20b:b:b:b","UDP","180","32","5678  >  8765 Len=8"
"1137","161.022760","","","IEEE 802.15.4","180","","Ack"
"1138","161.053000","::201:1:1:1","::20b:b:b:b","UDP","199","32","5678  >  8765 Len=8"
"1139","161.056048","","","IEEE 802.15.4","199","","Ack"
"1140","162.292000","::20c:c:c:c","::201:1:1:1","UDP","56","24","8765  >  5678 Len=8"
"1141","162.294504","","","IEEE 802.15.4","56","","Ack"
"1142","162.324000","::201:1:1:1","::20c:c:c:c","UDP","181","24","5678  >  8765 Len=8"
"1143","162.326504","","","IEEE 802.15.4","181","","Ack"
"1144","162.351000","::207:7:7:7","::201:1:1:1","UDP","57","24","8765  >  5678 Len=8"
"1145","162.353760","","","IEEE 802.15.4","57","","Ack"
"1146","162.360000","::207:7:7:7","::201:1:1:1","UDP","25","24","8765  >  5678 Len=8"
"1147","162.362792","","","IEEE 802.15.4","25","","Ack"
"1148","162.387000","::201:1:1:1","::207:7:7:7","UDP","182","32","5678  >  8765 Len=8"
"1149","162.389760","","","IEEE 802.15.4","182","","Ack"
"1150","162.396000","::201:1:1:1","::207:7:7:7","UDP","26","32","5678  >  8765 Len=8"
"1151","162.399048","","","IEEE 802.15.4","26","","Ack"
"1152","162.924000","::208:8:8:8","::201:1:1:1","UDP","27","24","8765  >  5678 Len=8"
"1153","162.926504","","","IEEE 802.15.4","27","","Ack"
"1154","162.933000","::201:1:1:1","::208:8:8:8","UDP","183","24","5678  >  8765 Len=8"
"1155","162.935504","","","IEEE 802.15.4","183","","Ack"
"1156","163.237000","::205:5:5:5","::201:1:1:1","UDP","141","24","8765  >  5678 Len=8"
"1157","163.239760","","","IEEE 802.15.4","141","","Ack"
"1158","163.244000","::205:5:5:5","::201:1:1:1","UDP","200","24","8765  >  5678 Len=8"
"1159","163.246792","","","IEEE 802.15.4","200","","Ack"
"1160","163.249888","::201:1:1:1","::205:5:5:5","UDP","184","32","5678  >  8765 Len=8"
"1161","163.252648","","","IEEE 802.15.4","184","","Ack"
"1162","163.295000","::201:1:1:1","::205:5:5:5","UDP","201","32","5678  >  8765 Len=8"
"1163","163.298048","","","IEEE 802.15.4","201","","Ack"
"1164","164.002000","::202:2:2:2","::201:1:1:1","UDP","202","24","8765  >  5678 Len=8"
"1165","164.004504","","","IEEE 802.15.4","202","","Ack"
"1166","164.028000","::201:1:1:1","::202:2:2:2","UDP","185","24","5678  >  8765 Len=8"
"1167","164.030504","","","IEEE 802.15.4","185","","Ack"
"1168","164.814000","::209:9:9:9","::201:1:1:1","UDP","160","24","8765  >  5678 Len=8"
"1169","164.816504","","","IEEE 802.15.4","160","","Ack"
"1170","164.854000","::201:1:1:1","::209:9:9:9","UDP","186","24","5678  >  8765 Len=8"
"1171","164.856504","","","IEEE 802.15.4","186","","Ack"
"1172","166.197000","::204:4:4:4","::201:1:1:1","UDP","90","24","8765  >  5678 Len=8"
"1173","166.199760","","","IEEE 802.15.4","90","","Ack"
"1174","166.240000","::204:4:4:4","::201:1:1:1","UDP","203","24","8765  >  5678 Len=8"
"1175","166.242792","","","IEEE 802.15.4","203","","Ack"
"1176","166.284000","::201:1:1:1","::204:4:4:4","UDP","187","32","5678  >  8765 Len=8"
"1177","166.286760","","","IEEE 802.15.4","187","","Ack"
"1178","166.324000","::201:1:1:1","::204:4:4:4","UDP","204","32","5678  >  8765 Len=8"
"1179","166.327048","","","IEEE 802.15.4","204","","Ack"
"1180","166.520000","::203:3:3:3","::201:1:1:1","UDP","97","24","8765  >  5678 Len=8"
"1181","166.522504","","","IEEE 802.15.4","97","","Ack"
"1182","166.553000","::201:1:1:1","::203:3:3:3","UDP","188","24","5678  >  8765 Len=8"
"1183","166.555504","","","IEEE 802.15.4","188","","Ack"
"1184","167.136000","::206:6:6:6","::201:1:1:1","UDP","202","24","8765  >  5678 Len=8"
"1185","167.138760","","","IEEE 802.15.4","202","","Ack"
"1186","167.147000","::206:6:6:6","::201:1:1:1","UDP","205","24","8765  >  5678 Len=8"
"1187","167.149792","","","IEEE 802.15.4","205","","Ack"
"1188","167.185000","::201:1:1:1","::206:6:6:6","UDP","189","32","5678  >  8765 Len=8"
"1189","167.187760","","","IEEE 802.15.4","189","","Ack"
"1190","167.200000","::201:1:1:1","::206:6:6:6","UDP","206","32","5678  >  8765 Len=8"
"1191","167.203048","","","IEEE 802.15.4","206","","Ack"
"1192","167.848000","fe80::204:4:4:4","fe80::20b:b:b:b","ICMPv6","91","76","RPL Control (DODAG Information Object)"
"1193","167.852200","","","IEEE 802.15.4","91","","Ack"
"1194","169.168000","::20a:a:a:a","::201:1:1:1","UDP","5","24","8765  >  5678 Len=8"
"1195","169.170504","","","IEEE 802.15.4","5","","Ack"
"1196","169.213000","::201:1:1:1","::20a:a:a:a","UDP","190","24","5678  >  8765 Len=8"
"1197","169.215504","","","IEEE 802.15.4","190","","Ack"
"1198","169.504000","fe80::208:8:8:8","fe80::202:2:2:2","ICMPv6","28","76","RPL Control (DODAG Information Object)"
"1199","169.508200","","","IEEE 802.15.4","28","","Ack"
"1200","170.665000","::20b:b:b:b","::201:1:1:1","UDP","134","24","8765  >  5678 Len=8"
"1201","170.667760","","","IEEE 802.15.4","134","","Ack"
"1202","170.672000","::20b:b:b:b","::201:1:1:1","UDP","207","24","8765  >  5678 Len=8"
"1203","170.674792","","","IEEE 802.15.4","207","","Ack"
"1204","170.679000","::201:1:1:1","::20b:b:b:b","UDP","191","32","5678  >  8765 Len=8"
"1205","170.681760","","","IEEE 802.15.4","191","","Ack"
"1206","170.695000","::201:1:1:1","::20b:b:b:b","UDP","208","32","5678  >  8765 Len=8"
"1207","170.698048","","","IEEE 802.15.4","208","","Ack"
"1208","172.152000","::207:7:7:7","::201:1:1:1","UDP","58","24","8765  >  5678 Len=8"
"1209","172.154760","","","IEEE 802.15.4","58","","Ack"
"1210","172.165000","::20c:c:c:c","::201:1:1:1","UDP","57","24","8765  >  5678 Len=8"
"1211","172.167504","","","IEEE 802.15.4","57","","Ack"
"1212","172.187000","::207:7:7:7","::201:1:1:1","UDP","29","24","8765  >  5678 Len=8"
"1213","172.189792","","","IEEE 802.15.4","29","","Ack"
"1214","172.192888","::201:1:1:1","::207:7:7:7","UDP","193","32","5678  >  8765 Len=8"
"1215","172.195648","","","IEEE 802.15.4","193","","Ack"
"1216","172.205000","::201:1:1:1","::20c:c:c:c","UDP","192","24","5678  >  8765 Len=8"
"1217","172.207504","","","IEEE 802.15.4","192","","Ack"
"1218","172.226000","::201:1:1:1","::207:7:7:7","UDP","30","32","5678  >  8765 Len=8"
"1219","172.229048","","","IEEE 802.15.4","30","","Ack"
"1220","172.788000","::205:5:5:5","::201:1:1:1","UDP","142","24","8765  >  5678 Len=8"
"1221","172.790760","","","IEEE 802.15.4","142","","Ack"
"1222","172.795000","::205:5:5:5","::201:1:1:1","UDP","209","24","8765  >  5678 Len=8"
"1223","172.797792","","","IEEE 802.15.4","209","","Ack"
"1224","172.827000","::201:1:1:1","::205:5:5:5","UDP","194","32","5678  >  8765 Len=8"
"1225","172.829760","","","IEEE 802.15.4","194","","Ack"
"1226","172.832856","::201:1:1:1","::205:5:5:5","UDP","210","32","5678  >  8765 Len=8"
"1227","172.835904","","","IEEE 802.15.4","210","","Ack"
"1228","173.188000","::202:2:2:2","::201:1:1:1","UDP","211","24","8765  >  5678 Len=8"
"1229","173.190504","","","IEEE 802.15.4","211","","Ack"
"1230","173.228000","::201:1:1:1","::202:2:2:2","UDP","195","24","5678  >  8765 Len=8"
"1231","173.230504","","","IEEE 802.15.4","195","","Ack"
"1232","173.693000","::208:8:8:8","::201:1:1:1","UDP","31","24","8765  >  5678 Len=8"
"1233","173.695504","","","IEEE 802.15.4","31","","Ack"
"1234","173.731000","::201:1:1:1","::208:8:8:8","UDP","196","24","5678  >  8765 Len=8"
"1235","173.733504","","","IEEE 802.15.4","196","","Ack"
"1236","175.306000","::204:4:4:4","::201:1:1:1","UDP","92","24","8765  >  5678 Len=8"
"1237","175.308760","","","IEEE 802.15.4","92","","Ack"
"1238","175.331000","::204:4:4:4","::201:1:1:1","UDP","212","24","8765  >  5678 Len=8"
"1239","175.333792","","","IEEE 802.15.4","212","","Ack"
"1240","175.336888","::201:1:1:1","::204:4:4:4","UDP","197","32","5678  >  8765 Len=8"
"1241","175.339648","","","IEEE 802.15.4","197","","Ack"
"1242","175.367000","::201:1:1:1","::204:4:4:4","UDP","213","32","5678  >  8765 Len=8"
"1243","175.370048","","","IEEE 802.15.4","213","","Ack"
"1244","175.660000","::203:3:3:3","::201:1:1:1","UDP","98","24","8765  >  5678 Len=8"
"1245","175.662504","","","IEEE 802.15.4","98","","Ack"
"1246","175.665600","::201:1:1:1","::203:3:3:3","UDP","198","24","5678  >  8765 Len=8"
"1247","175.668104","","","IEEE 802.15.4","198","","Ack"
"1248","175.778000","::209:9:9:9","::201:1:1:1","UDP","161","24","8765  >  5678 Len=8"
"1249","175.780504","","","IEEE 802.15.4","161","","Ack"
"1250","175.812000","::201:1:1:1","::209:9:9:9","UDP","199","24","5678  >  8765 Len=8"
"1251","175.814504","","","IEEE 802.15.4","199","","Ack"
"1252","177.174000","::206:6:6:6","::201:1:1:1","UDP","203","24","8765  >  5678 Len=8"
"1253","177.176760","","","IEEE 802.15.4","203","","Ack"
"1254","177.203000","::206:6:6:6","::201:1:1:1","UDP","214","24","8765  >  5678 Len=8"
"1255","177.205792","","","IEEE 802.15.4","214","","Ack"
"1256","177.228000","::201:1:1:1","::206:6:6:6","UDP","200","32","5678  >  8765 Len=8"
"1257","177.230760","","","IEEE 802.15.4","200","","Ack"
"1258","177.254000","::201:1:1:1","::206:6:6:6","UDP","215","32","5678  >  8765 Len=8"
"1259","177.257048","","","IEEE 802.15.4","215","","Ack"
"1260","177.992000","fe80::203:3:3:3","fe80::202:2:2:2","ICMPv6","99","76","RPL Control (DODAG Information Object)"
"1261","177.996200","","","IEEE 802.15.4","99","","Ack"
"1262","179.712000","::20b:b:b:b","::201:1:1:1","UDP","135","24","8765  >  5678 Len=8"
"1263","179.714760","","","IEEE 802.15.4","135","","Ack"
"1264","179.754000","::20b:b:b:b","::201:1:1:1","UDP","216","24","8765  >  5678 Len=8"
"1265","179.756792","","","IEEE 802.15.4","216","","Ack"
"1266","179.763000","::201:1:1:1","::20b:b:b:b","UDP","201","32","5678  >  8765 Len=8"
"1267","179.765760","","","IEEE 802.15.4","201","","Ack"
"1268","179.770000","::201:1:1:1","::20b:b:b:b","UDP","217","32","5678  >  8765 Len=8"
"1269","179.773048","","","IEEE 802.15.4","217","","Ack"
"1270","179.836000","::20a:a:a:a","::201:1:1:1","UDP","6","24","8765  >  5678 Len=8"
"1271","179.838504","","","IEEE 802.15.4","6","","Ack"
"1272","179.879000","::201:1:1:1","::20a:a:a:a","UDP","202","24","5678  >  8765 Len=8"
"1273","179.881504","","","IEEE 802.15.4","202","","Ack"
"1274","181.937000","::20c:c:c:c","::201:1:1:1","UDP","58","24","8765  >  5678 Len=8"
"1275","181.939504","","","IEEE 802.15.4","58","","Ack"
"1276","181.956000","::201:1:1:1","::20c:c:c:c","UDP","203","24","5678  >  8765 Len=8"
"1277","181.958504","","","IEEE 802.15.4","203","","Ack"
"1278","182.313000","::205:5:5:5","::201:1:1:1","UDP","143","24","8765  >  5678 Len=8"
"1279","182.315760","","","IEEE 802.15.4","143","","Ack"
"1280","182.353000","::205:5:5:5","::201:1:1:1","UDP","218","24","8765  >  5678 Len=8"
"1281","182.355792","","","IEEE 802.15.4","218","","Ack"
"1282","182.371000","::201:1:1:1","::205:5:5:5","UDP","204","32","5678  >  8765 Len=8"
"1283","182.373760","","","IEEE 802.15.4","204","","Ack"
"1284","182.394000","::201:1:1:1","::205:5:5:5","UDP","219","32","5678  >  8765 Len=8"
"1285","182.397048","","","IEEE 802.15.4","219","","Ack"
"1286","183.066000","::207:7:7:7","::201:1:1:1","UDP","59","24","8765  >  5678 Len=8"
"1287","183.068760","","","IEEE 802.15.4","59","","Ack"
"1288","183.075000","::207:7:7:7","::201:1:1:1","UDP","32","24","8765  >  5678 Len=8"
"1289","183.077792","","","IEEE 802.15.4","32","","Ack"
"1290","183.101000","::201:1:1:1","::207:7:7:7","UDP","205","32","5678  >  8765 Len=8"
"1291","183.103760","","","IEEE 802.15.4","205","","Ack"
"1292","183.141000","::201:1:1:1","::207:7:7:7","UDP","33","32","5678  >  8765 Len=8"
"1293","183.144048","","","IEEE 802.15.4","33","","Ack"
"1294","183.230000","::202:2:2:2","::201:1:1:1","UDP","220","24","8765  >  5678 Len=8"
"1295","183.232504","","","IEEE 802.15.4","220","","Ack"
"1296","183.272000","::201:1:1:1","::202:2:2:2","UDP","206","24","5678  >  8765 Len=8"
"1297","183.274504","","","IEEE 802.15.4","206","","Ack"
"1298","184.528000","::208:8:8:8","::201:1:1:1","UDP","34","24","8765  >  5678 Len=8"
"1299","184.530504","","","IEEE 802.15.4","34","","Ack"
"1300","184.549000","::201:1:1:1","::208:8:8:8","UDP","207","24","5678  >  8765 Len=8"
"1301","184.551504","","","IEEE 802.15.4","207","","Ack"
"1302","185.364000","fe80::20a:a:a:a","fe80::202:2:2:2","ICMPv6","7","76","RPL Control (DODAG Information Object)"
"1303","185.368200","","","IEEE 802.15.4","7","","Ack"
"1304","185.434000","::204:4:4:4","::201:1:1:1","UDP","93","24","8765  >  5678 Len=8"
"1305","185.436760","","","IEEE 802.15.4","93","","Ack"
"1306","185.464000","::204:4:4:4","::201:1:1:1","UDP","221","24","8765  >  5678 Len=8"
"1307","185.466792","","","IEEE 802.15.4","221","","Ack"
"1308","185.501000","::201:1:1:1","::204:4:4:4","UDP","208","32","5678  >  8765 Len=8"
"1309","185.503760","","","IEEE 802.15.4","208","","Ack"
"1310","185.512000","::201:1:1:1","::204:4:4:4","UDP","222","32","5678  >  8765 Len=8"
"1311","185.515048","","","IEEE 802.15.4","222","","Ack"
"1312","185.759000","fe80::209:9:9:9","fe80::203:3:3:3","ICMPv6","162","76","RPL Control (DODAG Information Object)"
"1313","185.763200","","","IEEE 802.15.4","162","","Ack"
"1314","186.394000","::203:3:3:3","::201:1:1:1","UDP","100","24","8765  >  5678 Len=8"
"1315","186.396504","","","IEEE 802.15.4","100","","Ack"
"1316","186.401000","::201:1:1:1","::203:3:3:3","UDP","209","24","5678  >  8765 Len=8"
"1317","186.403504","","","IEEE 802.15.4","209","","Ack"
"1318","186.507000","::209:9:9:9","::201:1:1:1","UDP","163","24","8765  >  5678 Len=8"
"1319","186.509504","","","IEEE 802.15.4","163","","Ack"
"1320","186.549000","::201:1:1:1","::209:9:9:9","UDP","210","24","5678  >  8765 Len=8"
"1321","186.551504","","","IEEE 802.15.4","210","","Ack"
"1322","187.970000","::206:6:6:6","::201:1:1:1","UDP","204","24","8765  >  5678 Len=8"
"1323","187.972760","","","IEEE 802.15.4","204","","Ack"
"1324","188.015000","::206:6:6:6","::201:1:1:1","UDP","223","24","8765  >  5678 Len=8"
"1325","188.017792","","","IEEE 802.15.4","223","","Ack"
"1326","188.043000","::201:1:1:1","::206:6:6:6","UDP","211","32","5678  >  8765 Len=8"
"1327","188.045760","","","IEEE 802.15.4","211","","Ack"
"1328","188.060000","::201:1:1:1","::206:6:6:6","UDP","224","32","5678  >  8765 Len=8"
"1329","188.063048","","","IEEE 802.15.4","224","","Ack"
"1330","190.208000","::20b:b:b:b","::201:1:1:1","UDP","136","24","8765  >  5678 Len=8"
"1331","190.210760","","","IEEE 802.15.4","136","","Ack"
"1332","190.219000","::20b:b:b:b","::201:1:1:1","UDP","225","24","8765  >  5678 Len=8"
"1333","190.221792","","","IEEE 802.15.4","225","","Ack"
"1334","190.247000","::201:1:1:1","::20b:b:b:b","UDP","212","32","5678  >  8765 Len=8"
"1335","190.249760","","","IEEE 802.15.4","212","","Ack"
"1336","190.252856","::201:1:1:1","::20b:b:b:b","UDP","226","32","5678  >  8765 Len=8"
"1337","190.255904","","","IEEE 802.15.4","226","","Ack"
"1338","190.602000","::20a:a:a:a","::201:1:1:1","UDP","8","24","8765  >  5678 Len=8"
"1339","190.604504","","","IEEE 802.15.4","8","","Ack"
"1340","190.627000","::201:1:1:1","::20a:a:a:a","UDP","213","24","5678  >  8765 Len=8"
"1341","190.629504","","","IEEE 802.15.4","213","","Ack"
"1342","191.443000","fe80::201:1:1:1","ff02::1a","ICMPv6","214","76","RPL Control (DODAG Information Object)"
"1343","192.083000","::205:5:5:5","::201:1:1:1","UDP","144","24","8765  >  5678 Len=8"
"1344","192.085760","","","IEEE 802.15.4","144","","Ack"
"1345","192.116000","::205:5:5:5","::201:1:1:1","UDP","227","24","8765  >  5678 Len=8"
"1346","192.118792","","","IEEE 802.15.4","227","","Ack"
"1347","192.125000","::201:1:1:1","::205:5:5:5","UDP","215","32","5678  >  8765 Len=8"
"1348","192.127760","","","IEEE 802.15.4","215","","Ack"
"1349","192.161000","::201:1:1:1","::205:5:5:5","UDP","228","32","5678  >  8765 Len=8"
"1350","192.164048","","","IEEE 802.15.4","228","","Ack"
"1351","192.553000","::20c:c:c:c","::201:1:1:1","UDP","59","24","8765  >  5678 Len=8"
"1352","192.555504","","","IEEE 802.15.4","59","","Ack"
"1353","192.596000","::201:1:1:1","::20c:c:c:c","UDP","216","24","5678  >  8765 Len=8"
"1354","192.598504","","","IEEE 802.15.4","216","","Ack"
"1355","192.984000","::207:7:7:7","::201:1:1:1","UDP","60","24","8765  >  5678 Len=8"
"1356","192.986760","","","IEEE 802.15.4","60","","Ack"
"1357","193.018000","::207:7:7:7","::201:1:1:1","UDP","35","24","8765  >  5678 Len=8"
"1358","193.020792","","","IEEE 802.15.4","35","","Ack"
"1359","193.051000","::201:1:1:1","::207:7:7:7","UDP","217","32","5678  >  8765 Len=8"
"1360","193.053760","","","IEEE 802.15.4","217","","Ack"
"1361","193.083000","::201:1:1:1","::207:7:7:7","UDP","36","32","5678  >  8765 Len=8"
"1362","193.086048","","","IEEE 802.15.4","36","","Ack"
"1363","193.260000","::202:2:2:2","::201:1:1:1","UDP","229","24","8765  >  5678 Len=8"
"1364","193.262504","","","IEEE 802.15.4","229","","Ack"
"1365","193.305000","::201:1:1:1","::202:2:2:2","UDP","218","24","5678  >  8765 Len=8"
"1366","193.307504","","","IEEE 802.15.4","218","","Ack"
"1367","195.440000","::208:8:8:8","::201:1:1:1","UDP","37","24","8765  >  5678 Len=8"
"1368","195.442504","","","IEEE 802.15.4","37","","Ack"
"1369","195.446000","::201:1:1:1","::208:8:8:8","UDP","219","24","5678  >  8765 Len=8"
